job_title,company_name,experience,salary,location,job_description,skills,url
Software Engineer Database Sp,Affinity Global Advertising,3 - 8 years,Not Disclosed,Mumbai,"About Affinity Affinity is pioneering new frontiers in AdTech: developing solutions that push past today s limits and open up new opportunities. We are a global AdTech company helping publishers discover better ways to monetize and enabling advertisers to reach the right audiences through new touchpoints. Operating across 10+ markets in Asia, the US, and Europe with a team of over 500 experts, we are building privacy-first ad infrastructure that opens up opportunities beyond the walled gardens. Role: Software Engineer, Database Work Location: Mumbai (Malad) Product: Siteplug.com About Role: As a Software Engineer, Database at SitePlug, you will play a key role in designing, developing, and optimizing large-scale databases and data pipelines that power our advertising technology platforms. You will be responsible for managing complex SQL queries, building robust ETL processes, and leveraging big data technologies such as Hadoop and Spark to process structured and unstructured data at scale. This is an individual contributor role that requires hands-on expertise in database development, performance tuning, and big data ecosystems, along with the ability to solve complex problems through efficient solution design. You will work closely with cross-functional engineering teams to integrate scalable data solutions into production systems, ensuring reliability, security, and high performance. Roles & Responsibility: Design, develop, and optimize database schemas, tables, indexes, and relationships to ensure efficient data storage and retrieval. Write complex SQL queries, stored procedures, triggers, and functions to support business and application requirements. Gather, clean, and process raw structured and unstructured data from multiple sources (APIs, relational DBs, distributed file systems). Design and implement ETL pipelines for data ingestion, transformation, and storage using MySQL, Hadoop, and Spark. Perform query optimization, indexing, and partitioning to improve database performance. Manage replication, clustering, and failover strategies to ensure high availability. Design and manage large-scale datasets using Hadoop ecosystem components (HDFS, MapReduce, Hive, Impala, Kafka, HBase, Pig). Build and maintain real-time streaming pipelines using Apache Spark and Spark Streaming. Collaborate with DevOps to support CI/CD pipelines for database-related deployments. Take end-to-end responsibility for database lifecycle management (MySQL + Big Data ETL + Analytics). Required Skills: 3+ years of SQL (MySQL) experience. 2+ years hands-on experience with Cloudera Hadoop Distribution and Apache Spark. Proficiency in database development (queries, triggers, stored procedures) and knowledge of DB internals. Experience with database administration, performance tuning, replication, backup, and restoration. Comprehensive knowledge of Hadoop Architecture, HDFS, MapReduce, Hive, Impala, Kafka, HBase, Pig, and Java. Experience in processing large structured & unstructured datasets.","performance tuning, query optimization, mysql, hadoop, database administration, stored procedures, analytics, sql, hbase, database development, ",https://www.naukri.com/job-listings-software-engineer-database-sp-affinity-global-inc-mumbai-3-to-8-years-100925501497
Software Engineer,Internet Brands,3 - 6 years,Not Disclosed,Hiring Office Located Inbengaluru,"Education: B.E. Computer Science/IT degree (or any other engineering discipline) Experience: 3+ years experience Work timings: 6:30 PM - 3:30 AM (WFH opportunity) Roles & Responsibilities : • 3 to 5 years of professional software development experience with Advanced PHP in an enterprise environment • Strong knowledge of PHP-DI, WordPress, Twig, Laravel, Symfony • Strong Experience in Javascript, HTML, CSS • Knowledge of React JS (Nice to have) • Familiarity with ReSTful APIs, Node.js, TypeScript (esp. in Cloudflare workers) is a plus • Proficiency with Git, Docker, Jenkins, and CI/CD pipelines • Experience in agile teams (3+ years), especially building public-facing enterprise applications • Strong debugging skills with tools like XDebug • Experience writing and executing automated unit tests • Awareness of SEO principles, including core web vitals • Familiarity with AWS (S3, Lambda, EC2) • Exposure to mobile and cross-browser functional testing • Comfortable working across multiple geographies and cultures","javascript, php, css, symfony, twig, wordpress, html, laravel, ",https://www.naukri.com/job-listings-software-engineer-internet-brands-bengaluru-3-to-6-years-100925024502
Software Engineer,Barclays,1 - 4 years,Not Disclosed,Pune,"Step into role of a Software Engineer. At Barclays, innovation isn t encouraged, its expected. As a Software Engineer, you will design, develop and improve software, utilising various engineering methodologies, that provides business, platform, and technology capabilities for our customers and colleagues. To be a successful Software Engineer, you should have experience with: Knowledge of Micro-Service driven approach to design, build, test and deployment of a major system. Experience in Software development consisting of the languages and technologies like Java, J2EE, Spring boot, React, React Native, Angular, CCS, CSS pre-processors and Node. js. Recognizing, selecting and applying appropriate Design patterns, frameworks according to business benefit, maintainability and delivery priorities and constrains. Writes and review code in adherence to the well-defined acceptance criteria and definition of done. Applies product development & engineering best practices. Participate in design reviews and provides feedback to the team. Creates and Maintains architecture, framework, technical documentation. Good knowledge about Test Driven Development (TDD) and/or Behavior Driven Development (BDD) to improve the test coverage and automation of unit and integration test along with the extended testing teams. Support best practices and proactively takes measures to empower support teams to resolve issues with agility. Additional relevant skills given below are highly valued: Knowledge of integrating testing into the DevOps pipeline for automated build and deployment using tools like Jenkins, Travis CI and similar tools. Source code repository management and tools like Git, GitHub, Bitbucket and Gitlab. Owns and runs with release tasks and collaborates with Release/BA/QA teams to make sure production releases are performed with high levels accuracy. Support, monitoring and troubleshooting of both production and non-production environments. Assist L2 Support teams to resolve user queries and production issues. Participates in team retrospective / product demo(s) and provides valuable insights and improvements for future development. You may be assessed on key critical skills relevant for success in role, such as risk and controls, change and transformation, business acumen, strategic thinking and digital and technology, as well as job-specific technical skills. This role is based in Pune. Purpose of the role To design, develop and improve software, utilising various engineering methodologies, that provides business, platform, and technology capabilities for our customers and colleagues. Accountabilities Development and delivery of high-quality software solutions by using industry aligned programming languages, frameworks, and tools. Ensuring that code is scalable, maintainable, and optimized for performance. Cross-functional collaboration with product managers, designers, and other engineers to define software requirements, devise solution strategies, and ensure seamless integration and alignment with business objectives. Collaboration with peers, participate in code reviews, and promote a culture of code quality and knowledge sharing. Stay informed of industry technology trends and innovations and actively contribute to the organization s technology communities to foster a culture of technical excellence and growth. Adherence to secure coding practices to mitigate vulnerabilities, protect sensitive data, and ensure secure software solutions. Implementation of effective unit testing practices to ensure proper code design, readability, and reliability. Vice President Expectations To contribute or set strategy, drive requirements and make recommendations for change. Plan resources, budgets, and policies; manage and maintain policies/ processes; deliver continuous improvements and escalate breaches of policies/procedures. . If managing a team, they define jobs and responsibilities, planning for the department s future needs and operations, counselling employees on performance and contributing to employee pay decisions/changes. They may also lead a number of specialists to influence the operations of a department, in alignment with strategic as well as tactical priorities, while balancing short and long term goals and ensuring that budgets and schedules meet corporate requirements. . If the position has leadership responsibilities, People Leaders are expected to demonstrate a clear set of leadership behaviours to create an environment for colleagues to thrive and deliver to a consistently excellent standard. The four LEAD behaviours are: L Listen and be authentic, E Energise and inspire, A Align across the enterprise, D Develop others. . OR for an individual contributor, they will be a subject matter expert within own discipline and will guide technical direction. They will lead collaborative, multi-year assignments and guide team members through structured assignments, identify the need for the inclusion of other areas of specialisation to complete assignments. They will train, guide and coach less experienced specialists and provide information affecting long term profits, organisational risks and strategic decisions. . Advise key stakeholders, including functional leadership teams and senior management on functional and cross functional areas of impact and alignment. Manage and mitigate risks through assessment, in support of the control and governance agenda. Demonstrate leadership and accountability for managing risk and strengthening controls in relation to the work your team does. Demonstrate comprehensive understanding of the organisation functions to contribute to achieving the goals of the business. Collaborate with other areas of work, for business aligned support areas to keep up to speed with business activity and the business strategies. Create solutions based on sophisticated analytical thought comparing and selecting complex alternatives. In-depth analysis with interpretative thinking will be required to define problems and develop innovative solutions. Adopt and include the outcomes of extensive research in problem solving processes. Seek out, build and maintain trusting relationships and partnerships with internal and external stakeholders in order to accomplish key business objectives, using influencing and negotiating skills to achieve outcomes.","automation, git, coding, tdd, analytical, vice president, unit testing, troubleshooting, monitoring, technical documentation, ",https://www.naukri.com/job-listings-software-engineer-barclays-shared-services-pune-1-to-4-years-090925502501
Technical Software Engineer,Imperial Oil,1 - 6 years,Not Disclosed,Bengaluru,"Work on a scrum team as a software developer to develop and support proprietary applications used for seismic imaging Collaborate closely with researchers to enable their research and to commercialize prototype research code Support internal business partners that are globally distributed Optimize applications to improve HPC system utilization and to increase throughput of seismic processing projects Collaborate with HPC systems team and geoscientists to influence decisions regarding future hardware/system upgrades About You Skills and Qualifications Degree in Computer Science, Software Engineering, Engineering, Applied Mathematics, Computational Science, or related field with a minimum GPA of 6.0 Strong understanding of computer science fundamentals, including algorithms, data structures, and software design principles. Minimum 1 year of hands-on C/C++ programming experience. Strong understanding of code complexity and the performance implications of various algorithms. Minimum of 2 years of hands-on experience with Object-oriented programming such as C/C++ Minimum 1 year of experience working in Linux environment Strong verbal and written communication skills for effective collaboration and mentoring. Self-motivated and driven to learn Preferred Qualifications/ Experience Experience with Python, modern C++ (i.e., C++11 and later), Unix shell scripting languages (BASH primarily) Object oriented design principles Proficiency in any other programming language such as Java, Python, Shell Script, JavaScript (a plus) Familiarity with software development tools and methodologies, such as version control systems (Git), integrated development environments (IDEs), and agile practices.","computer science, software design, prototype, linux, networking, lng, javascript, agile, analytics, python, ",https://www.naukri.com/job-listings-technical-software-engineer-imperial-oil-bengaluru-1-to-6-years-080925502548
Software Engineer,Infinite,3 - 7 years,Not Disclosed,Bengaluru,Infinite Computer Solutions India Pvt. Ltd. is looking for Software Engineer to join our dynamic team and embark on a rewarding career journey Developing and directing software system validation and testing methods. Directing our software programming initiatives Overseeing the development of documentation. Working closely with clients and cross-functional departments to communicate project statuses and proposals. Analyzing data to effectively coordinate the installation of new systems or the modification of existing systems. Managing the software development lifecycle. Monitoring system performance. Communicating key project data to team members and building cohesion among teams. Developing and executing project plans. Applying mathematics and statistics to problem-solving initiatives. Applying best practices and standard operating procedures. Creating innovative solutions to meet our companys technical needs. Testing new software and fixing bugs. Shaping the future of our systems.,"software development, networking, dbms, engineering, recovery, software programming, sql, technical support, transport management, microsoft windows, installation, system performance, troubleshooting, software engineering, user management, sap hana, programming, ",https://www.naukri.com/job-listings-software-engineer-infinite-computer-solutions-india-pvt-ltd-bengaluru-3-to-7-years-080925502401
Software Engineer,Indus Valley Partners,2 - 7 years,Not Disclosed,Noida,"Candidate will be working on the IVP Delivery team on projects directly with clients or with IVP business analysts to customize & integrate IVP products and custom solutions. Candidate would be responsible for configuring & testing workflows, configuring & testing data flows, orchestrating dataflows, configuring reports / dashboards / charts, loading & validating data in IVP products, writing sql stored procedures & custom C# classes for implementing IVP products. In addition to project delivery, the Implementation Associate is also responsible for coordinating product change requests, product feature validations and maintenance requests between the business and the development team. Skills required: Minimum 2+ years experience in with primarily Engineering and Product Development roles Experience of the software development lifecycle and Agile development methodologies Good judgment with the ability to make timely and sound decisions Computer science or IT Graduate or Equivalent from a reputed college. React js, C# (.Net Core , .Net Framework),SQL Good Analytical skills and a quick learner. Excellent Communication skills (oral and written both). Optional Skills: Kubernetes / Microk8s will be a plus Knowledge of Azure devops , CI CD process PowerShell / UNIX shell scripting a plus Documentations and testing as needed","computer science, analytical skills, c, powershell, software development life cycle, stored procedures, project delivery, unix shell scripting, testing, sql, ",https://www.naukri.com/job-listings-software-engineer-indus-valley-partners-noida-2-to-7-years-080925501514
Software Engineer,Randomtrees,6 - 8 years,15-20 Lacs P.A.,HyderabadPuneBengaluru,"Role: Software Engineer Location: Hyderabad, Bangalore, Pune & Kolkata(Hybrid) Shift: 2PM to 11PM Position: Software Engineer Java, Spring Boot, Microservices, AWS Key Responsibilities: Design, develop, and maintain scalable applications using Java, Spring Boot, and Microservices architecture . Deploy and manage applications in AWS Cloud (EC2, S3, Lambda, RDS, etc.). Ensure high availability, performance, and scalability of applications. Collaborate with cross-functional teams to define, design, and deliver new features. Write clean, efficient, and testable code following best practices. Troubleshoot, debug, and upgrade existing applications.","java, spring boot, aws, microservices, ",https://www.naukri.com/job-listings-software-engineer-randomtrees-hyderabad-pune-bengaluru-6-to-8-years-080925009379
Software Engineer,Health Care Global Enterprises,1 - 4 years,4-9 Lacs P.A.,Bengaluru,"We are Hiring for below positions: DevOps Engineer Location: Bengaluru Department: IT / Infrastructure / Digital Transformation Role Summary: The DevOps Engineer will manage infrastructure, automate deployments, and ensure CI/CD pipelines for scalable, secure, and reliable healthcare applications. Key Responsibilities: Design and manage CI/CD pipelines. Automate infrastructure with Terraform, Ansible, or CloudFormation . Manage Docker containers and Kubernetes clusters. Monitor system performance, troubleshoot, and optimize deployments. Implement logging, monitoring, and alerting frameworks. Collaborate with development and QA teams to streamline release processes. Required Experience: 3-6 years of DevOps or infrastructure management experience. Key Skill Sets: Strong knowledge of CI/CD tools (Jenkins, GitLab CI, GitHub Actions). Hands-on experience with AWS/Azure/GCP . Expertise in Docker, Kubernetes . Strong understanding of Linux/Unix systems . Familiarity with monitoring tools ( Prometheus, Grafana, ELK, Datadog ). 2. UI/UX Engineer Location: Bengaluru Department: IT / Digital Transformation Role Summary: The UI/UX Engineer will design intuitive, user-friendly, and visually appealing interfaces for web and mobile applications to enhance user experience in healthcare platforms. Key Responsibilities: Gather requirements and translate them into design solutions. Create user flows, wireframes, mockups, and prototypes. Conduct user research and usability testing. Ensure responsive, accessible, and modern design language. Collaborate with frontend developers for design implementation. Required Experience: 2-5 years of UI/UX design experience. Key Skill Sets: Proficiency in Figma, Adobe XD, Sketch, InVision . Strong understanding of user-centered design and accessibility . Knowledge of HTML, CSS, JavaScript is a plus. Strong design portfolio. Send your resume to sharathkumar.k@hcgel.com or WhatsApp 7676784313","tensorflow, pytorch, terraform, ansible, python, unix, matplotlib, scipy, artificial intelligence, numpy, machine learning, cloud platforms, linux, spark, pandas, sql database, microsoft azure, seaborn, azure machine learning, aws, ml, ",https://www.naukri.com/job-listings-software-engineer-health-care-global-enterprises-bengaluru-1-to-4-years-050825027357
Software Engineer,Ascent Infosolutions,1 - 6 years,Not Disclosed,Ahmedabad,"We are looking for a Python Web Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well. Responsibilities Writing reusable, testable, and efficient code Design and implementation of low-latency, high-availability, and performant applications Integration of user-facing elements developed by front-end developers with server-side logic Implementation of security and data protection Integration of data storage solutions Design, develop back-end using Python and Django framework and, execute tests to ensure functional correctness, performance and security of the product. Deploy backend application on AWS cloud infrastructure. Build Highly Scalable and reliable product and gain exposure to new technologies. Integrate with front end applications including Android and IoS Apps. Technical Skills Strong programming basics, with a clear understanding of Object-Oriented Programming. Excellent knowledge in Data Structure, Algorithms Should know any of the python web frameworks like Django/Flask/FastAPI Knowledge on databases and SQL queries would be a plus Familiarity with HTML, CSS and JavaScript will be an advantage Prior exposure to AWS will also be a plus","server, algorithms, css, android, dbms, ios, sql, java, data structures, html, software engineering, mysql, technical skills, programming, front end, python, sql queries, engineering, backend development, javascript, django framework, high availability, django, aws, flask, ",https://www.naukri.com/job-listings-software-engineer-ascent-infosolutions-ahmedabad-1-to-6-years-030925500402
Software Engineer EtlAtaccama Aws,Gartner For Hr,2 - 4 years,Not Disclosed,GurugramChennai,"About Gartner IT : Join a world-class team of skilled engineers who build creative digital solutions to support our colleagues and clients. We make a broad organizational impact by delivering cutting-edge technology solutions that power Gartner. Gartner IT values its culture of nonstop innovation, an outcome-driven approach to success, and the notion that great ideas can come from anyone on the team. About this role: Software Engineer will participate in designing and building Master Data Management solutions or other Chief Data Office initiatives to meet the shifting organizational demands. This role will be responsible for building Master Data Management solution in Ataccama MDM platform to meet the shifting organizational demands. You will be part of the CDO execution Team to work on MDM program. MDM brings data from multiple sources and enriches the information using validation/standardization and dedupe process. MDM is a centralized hub for contact and account domain across Gartner which standardizes and enriches information and shares across multiple systems within Gartner. Enrichment also includes to fetch latest and greatest data from multiple vendors and sharing information across systems within Gartner. What you ll do: Responsible for reviewing and analysis of business requirements and design technical mapping document Build new processes in Ataccama Build new ETL jobs Developing process using AWS services ( SQS ,Lambda , Glue ,Step Functions etc ) Help build defining best practices & processes Collaboration on Master Data Management, architecture and technical design discussions Perform and participate in code reviews, peer inspections and technical design and specifications, as well as document and review detailed designs Provide status reports to the higher management Maintain Service Levels and department goals for problem resolution. What you ll need: Strong IT professional with experience in ETL, Master data Management solutions and Database Operations. The candidate should have strong analytical and problem-solving skills. Must have: 2-4 years experience in Database Operations with a bachelor s degree (Computer Science preferred). Understanding of data modelling Hands-on experience in MDM implementation using tools (Customer domain, product domain etc.) Ataccama preferred. Experience in ETL technology Experience in PL/SQL Experience in PostgreSQL and cloud databases Good exposure writing complex SQL Commitment to teamwork as a contributor Nice to have: Good knowledge in cloud technology and exposure in cloud tools Good understanding of business process and analyzing underlying data Experience with Python/Java programming language Experience with an Agile Methodology like Scrum Who are you: Bachelor s degree or foreign equivalent degree in Computer Science or a related field required Excellent communication skills. Able to work independently or within a team proactively in a fast-paced AGILE-SCRUM environment. Owns success Takes responsibility for the successful delivery of the solutions. Strong desire to improve upon their skills in tools and technologies Don t meet every single requirementWe encourage you to apply anyway. You might just be the right candidate for this, or other roles. #LI-PM3 Who are we What makes Gartner a great place to work What do we offer Ready to grow your career with GartnerJoin us. Job Requisition ID:101432 Gartner Applicant Privacy Link: https: / / jobs.gartner.com / applicant-privacy-policy","computer science, business process, postgresql, analytical, plsql, agile methodology, sql, python, recruitment, cdo, ",https://www.naukri.com/job-listings-software-engineer-etl-ataccama-aws-gartner-for-hr-gurugram-chennai-2-to-4-years-110925501997
Ai  Software Engineer,Fabhotels,2 - 6 years,Not Disclosed,MumbaiHyderabadPuneGurugramBengaluru,"AI & Software Engineer Are you passionate about Software Development and DevOps practices Do you enjoy collaborating with teams to solve complex problems Join our Artificial Intelligence & Development team Our team provides industry-leading products and services that optimize the production and processing of energy. You will contribute to our future as an AI player in the Energy Transformation industry. We implement and adapt AI algorithms across a broad variety of projects. These include document understanding, predictive maintenance, defect detection by computer vision, control, robotics. Our team is responsible for production ready codes in Cloud and Edge environments! Partner with the best You will be instrumental in our mission to make energy safer, cleaner and more efficient through intelligent technologies. If you have Software Development and DevOps knowledge, we would like to hear from you. As an AI & Software Engineer, you will be responsible for: Developing and integrate software components for AI applications Developing and testing software components according to customer and technical requirements Integrating, verifying, and validating AI software applications and tools Supporting scale-up and deployment of AI applications Checking availability and relevance of internal and external data sources Proposing, and leading new data collection activities. Cleaning and validating data Fuel your passion To be successful in this role you will: Have experience in software programming languages including Python, Java, C++ with 2-6 years of relevant experience Have an expertise in Software Development and DevOps Process such as MLOps, CI/CD, GitHub, AngularJS Demonstrate experience in containerization, microservices and cloud-based design Demonstrate understanding of architecture and infrastructure design Have knowledge of Machine Learning algorithms and AI tools such as Computer Vision, NLP, RPA. Demonstrate understanding of Web Services protocols such as REST, SOAP and API design for extensibility and portability Demonstrate knowledge in databases, Test Driven Development and Agile Development methods Work in a way that works for you We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns: Occasionally working remotely from home or any other work location Working flexible hours - flexing the times when you work in the day to help you fit everything in and work when you are the most productive Working with us Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other. Working for you Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect: Contemporary work-life balance policies and wellbeing activities Comprehensive private medical care options Safety net of life insurance and disability programs Tailored financial programs Additional elected or voluntary benefits","computer vision, c, artificial intelligence, devops, machine learning, data collection, test driven development, robotics, python, predictive maintenance, ",https://www.naukri.com/job-listings-ai-software-engineer-fabhotel-aay-kay-model-town-mumbai-hyderabad-pune-gurugram-bengaluru-2-to-6-years-110925501202
Software Engineer,Netapp,5 - 8 years,Not Disclosed,Bengaluru,"Job Summary NetApp® BlueXP™ is a robust platform delivering unified experience for storage and data services across on-premises and cloud environments. It enables operational simplicity through the power of AIOps, with the flexible consumption parameters and integrated protection required for today’s cloud-led world. As a Software Engineer in this group, you will be part of a team actively participating in product development and strategy execution. In addition, you will participate in activities that include testing and debugging operating systems that run NetApp storage applications. As part of the Research and Development function, the overall focus of the group is on competitive market and customer requirements, supportability, technology advancements, product quality, product cost and time-to-market. Software engineers focus on enhancements to existing products as well as new product development. Job Requirements • Participate in product design, development, unit testing, quality assurance, test automation, troubleshooting, and delivery of a system or major subsystems • Lead and participate in technical discussions within the team and with other groups across Business Units associated with evaluating and executing design and development plans for products • Willing to work on additional tasks and responsibilities that will contribute towards team, department, and company goals Technical Skills: • Sound knowledge and hands-on experience in developing web applications using React & its ecosystem, JavaScript, Typescript and frameworks. • Experience in developing micro-services using GoLang, NodeJs, MogoDB. • Experience with GraphQL • Good understanding of Kubernetes & docker solutions. • Experience in developing common UI components & libraries in React. • Deep understanding of concepts related to computer architecture, data structures, software design patterns and standard programming practices • Experience with Cloud technologies, Web Accessibility is an added advantage. Education • A minimum of 4 years of experience is required. 5-8 years of experience is preferred. • A Bachelor of Science Degree in Electrical Engineering or Computer Science, or a Master Degree; or equivalent experience is required.","kubernetes, web application, web accessibility, golang, cloud technologies, javascript, docker, software design and development, reactjs, nodejs, computer science, computer architecture, debugging, data structures, software engineering, typescript, mogo db, graphql, programming, ",https://www.naukri.com/job-listings-software-engineer-netapp-bengaluru-5-to-8-years-110925038807
Software Engineer,White Clarke India,3 - 5 years,Not Disclosed,Bengaluru,"Solifi deliver a solid financial technology foundation for equipment, working capital, wholesale, and automotive finance firms. At Solifi, we believe that commerce is only as strong as the system it runs on. Our mission is to reshape finance technology by bringing together proven solutions into a singular powerful technology platform designed to help protect and scale financial organizations. We guard our customers by being precise and reliable, we guide their success by combining powerful technology with proven expertise, and we help them grow by unleashing their potential. About the Team Our development team is a collaborative, fast-paced group of professionals committed to delivering innovative solutions to our growing global customer base. Solifi products are mission-critical to our clients operations, and the Development team is key to delivering high-performance, resilient software solutions. About the Position Solifi is seeking a skilled and proactive Software Engineer to join our development team. The successful candidate will be responsible for designing and implementing technical solutions that meet business needs. You ll work across the full stack from server-side logic to database interactions and user interface components. This position involves development specific to customer requirements and evolving needs in the leasing and loan markets. We are looking for candidates who demonstrate strong problem-solving ability, excellent communication skills, and a passion for writing clean, maintainable code. Role and Responsibilities Develop and maintain enterprise-grade features from front-end to back-end. Design and implement server-side logic using Java, J2EE, and Groovy. Build dynamic user interfaces using GSP (Groovy Server Pages) and integrate with backend logic. Collaborate with Business Analysts and QA teams to translate requirements into functional software. Write efficient database queries and manage data access using JDBC and Hibernate. Use JUnit for automated testing and ensure high-quality deliverables. Work in Agile environments with continuous integration/deployment pipelines. Participate in code reviews, client demos, and internal knowledge-sharing sessions. Leverage tools like Gradle for build automation and support performance optimization initiatives. About You Must-Have Skills Prior experience in Tech upgrade initiatives like migrating to latest RHEL version, Spring and Spring Boot version upgrade, jQuery Upgrade, Apache Tomcat upgrade, Javax to Jakarta migration etc. Java/J2EE, Spring & Spring Boot Angular Groovy, GSP and Grails Framework Writing Junit Test Cases Writing/Modifying SOAP UI and Smoke Test Cases and making it compatible with upgraded Tech Stack versions Gradle JDBC & Hibernate PostgreSQL, Oracle, SQL Server (query writing, functions etc.) Good-to-Have Skills Microservices architecture and related technologies: Rest APIs, Spring Cloud, Docker, Kubernetes, API Gateway Unibasic Maven Experience/Education: Bachelor s degree (BE/B. Tech) in Computer Science or equivalent. 3 5 years of professional experience in full-stack software development. Hands-on experience with Java ecosystem and relational databases. Strong analytical and problem-solving skills. Solid understanding of Web architectures, RESTful APIs, and database interaction patterns. Proficient in writing clean, modular, and scalable code. Exposure to performance tuning and product optimization is an advantage. Self-motivated, detail-oriented, and able to work independently as well as collaboratively. Capable of working in a high-pressure, agile environment. Preferred Experience Level 2 years Preferred Education Level Bachelors Degree Employment Basis Full Time Benefits Group Medical Insurance, Group Personal Accident, Employee Anniversary gift, Loyalty Bonus, Employee Referral Bonus, Rewards and Recognition program, Wellness Allowance, Privilege Leave (PL): 15 days per year, Casual Leave (CL) 12 days per year, Maternity/paternity/Bereavement leave","performance tuning, maven, hibernate, jquery, front end, postgresql, agile, jdbc, test cases, automotive, ",https://www.naukri.com/job-listings-software-engineer-white-clarke-india-private-limited-bengaluru-3-to-5-years-100925500312
Software Engineer  C Programming And Networking,Cisco,5 - 9 years,Not Disclosed,Bengaluru,"Meet the Team As an integral member of this team, you will work with a team of seasoned engineers. You will have the opportunity to architect, design, and develop some of the worlds most widely deployed Enterprise Switches that are continuously evolving towards enabling the support of newer and exciting customer business paradigms. You will be interacting and working closely with some of the finest talent pool in the industry where you will find that work is both fun and challenging. Your Impact Looking forward to getting an exciting start to your career? You will bring your unique talents to the group that works on Cisco's Switching technology, which large enterprises now consider to be the Networking Equipment of choice for mission-critical networks. In your role as a Software Engineer, you will develop and integrate products that are deployed by some of the leading Enterprises in the world. You will work with a BU-wide vibrant technical community, learning from experts and translating this learning into exciting opportunities for personal growth. You will work on networking equipment that forms a crucial backbone of many offices, hospitals, educational and financial institutions. You will learn about cutting-edge technologies and platforms while developing software for these equipment. Experience the exhilaration of taking a product through development and integration. Minimum Qualifications : 5-9 years proven experience in internetworking technologies and applications. Good experience in developing software in C, under multi-threaded environment with Excellent problem-solving skills Hands on Data Structures, Operating Systems and Data Networking fundamentals Experience in development of Layer 2 (Ethernet) and/or Layer 3 Networking protocols including Routing, IPV4/6 (unicast/multicast) Is preferable Expertise in working with Linux OS Experience in any Cisco OS XR, XE or NXOS would be a plus Good hands on implementation experience with one or more of the following: RTOS Internals, High Availability, IPC, Memory management, Distributed communications Infrastructure, Serviceability, Linux, Containers, Virtualization Preferred Qualifications : Bachelors degree in computer science or related field (MS preferred","internetworking, ethernet, linux, data structures, layer, eigrp, nxos, virtual reality, networking protocols, networking, unityd, bgp, ospf, data network, memory management, routing, high availability, rtos, xr, software engineering, protocols, cisco, ipc, ",https://www.naukri.com/job-listings-software-engineer-c-programming-and-networking-cisco-systems-india-private-limited-bengaluru-5-to-9-years-090925927757
